window_id,clip_id,species,common_name,taxon_group,label,label_id,group,source,location,observation_date,split,clip_offset_s,n_windows_in_clip
6956,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,36.0,30
6957,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,39.0,30
6958,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,42.0,30
6959,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,45.0,30
6960,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,48.0,30
6961,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,51.0,30
6962,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,54.0,30
6963,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,57.0,30
6964,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,60.0,30
6965,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,63.0,30
6966,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,66.0,30
6967,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,69.0,30
6968,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,72.0,30
6969,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,75.0,30
6970,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,78.0,30
6971,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,81.0,30
6972,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,84.0,30
6973,3057,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,87.0,30
6974,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,0.0,30
6975,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,3.0,30
6976,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,6.0,30
6977,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,9.0,30
6978,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,12.0,30
6979,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,15.0,30
6980,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,18.0,30
6981,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,21.0,30
6982,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,25.5,30
6983,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,28.5,30
6984,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,31.5,30
6985,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,34.5,30
6986,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,37.5,30
6987,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,40.5,30
6988,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,43.5,30
6989,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,46.5,30
6990,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,49.5,30
6991,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,52.5,30
6992,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,55.5,30
6993,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,58.5,30
6994,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,61.5,30
6995,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,64.5,30
6996,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,69.0,30
6997,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,72.0,30
6998,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,75.0,30
6999,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,78.0,30
7000,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,81.0,30
7001,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,84.0,30
7002,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,87.0,30
7003,3058,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,90.0,30
7004,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,0.0,30
7005,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,3.0,30
7006,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,6.0,30
7007,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,9.0,30
7008,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,12.0,30
7009,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,15.0,30
7010,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,18.0,30
7011,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,21.0,30
7012,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,24.0,30
7013,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,27.0,30
7014,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,30.0,30
7015,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,33.0,30
7016,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,36.0,30
7017,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,39.0,30
7018,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,42.0,30
7019,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,46.5,30
7020,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,49.5,30
7021,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,52.5,30
7022,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,55.5,30
7023,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,58.5,30
7024,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,61.5,30
7025,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,64.5,30
7026,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,67.5,30
7027,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,70.5,30
7028,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,73.5,30
7029,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,76.5,30
7030,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,79.5,30
7031,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,82.5,30
7032,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,85.5,30
7033,3059,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,88.5,30
7034,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,0.0,28
7035,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,1.5,28
7036,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,3.0,28
7037,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,4.5,28
7038,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,6.0,28
7039,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,7.5,28
7040,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,9.0,28
7041,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,10.5,28
7042,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,12.0,28
7043,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,13.5,28
7044,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,15.0,28
7045,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,16.5,28
7046,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,18.0,28
7047,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,19.5,28
7048,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,21.0,28
7049,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,22.5,28
7050,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,24.0,28
7051,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,25.5,28
7052,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,27.0,28
7053,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,28.5,28
7054,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,30.0,28
7055,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,31.5,28
7056,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,33.0,28
7057,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,34.5,28
7058,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,36.0,28
7059,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,37.5,28
7060,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,39.0,28
7061,3060,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,40.5,28
7062,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,0.0,20
7063,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,1.5,20
7064,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,3.0,20
7065,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,4.5,20
7066,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,6.0,20
7067,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,7.5,20
7068,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,9.0,20
7069,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,10.5,20
7070,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,12.0,20
7071,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,13.5,20
7072,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,15.0,20
7073,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,16.5,20
7074,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,18.0,20
7075,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,19.5,20
7076,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,21.0,20
7077,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,22.5,20
7078,3061,Balaenoptera physalus,Fin whale,baleen whale,Balaenoptera_physalus,2,watkins:61079,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")",Georges Bank,1961-09-27T00:00:00Z,val,24.0,20
