source,site_id,lat,lon,coord_precision_km,date,species,common_name,taxon_group,n_detections,n_events,ecotypes
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-25,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-01-31,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-04,Balaenoptera physalus,Fin whale,baleen whale,7,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,10,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-19,Balaenoptera physalus,Fin whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-02-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,30,16,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,11,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-10,Balaenoptera physalus,Fin whale,baleen whale,7,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-14,Balaenoptera physalus,Fin whale,baleen whale,11,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,11,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,11,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,11,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,13,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-03-31,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,10,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-12,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-04-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-22,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-05-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-07,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-22,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-06-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-07-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-03,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-08-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-09-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-16,Balaenoptera physalus,Fin whale,baleen whale,16,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-10-31,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,10,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,8,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-11-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,9,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,5,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,7,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,10,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,6,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,44,24,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,30,16,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,16,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:Greenwich64S2015,-64.0053,0.0037,1.0,2015-12-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,9,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,8,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-13,Balaenoptera physalus,Fin whale,baleen whale,10,5,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,8,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,31,23,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,35,24,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,22,17,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-18,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,40,23,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,29,21,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,32,23,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,33,20,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,11,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,25,18,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-26,Balaenoptera physalus,Fin whale,baleen whale,13,7,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,41,20,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,24,14,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,58,25,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-29,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-01-31,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,56,28,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-02-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,48,26,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-02-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,60,23,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-02-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,57,27,
aad,aad:MaudRise2014,-65.0,2.5,1.0,2014-02-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,38,20,
