clip,window,species,common_name,tape,orig_sr,duration_s,pad_s,gain_db,split
58018015,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.552,0.0,-14.23,test
58018015,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.552,0.0,-14.53,test
58018015,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.552,0.0,9.85,test
58018015,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.552,0.0,-16.73,test
58018016,0,Megaptera novaeangliae,Humpback whale,58018,10000,4.867,0.0,9.33,test
58018016,1,Megaptera novaeangliae,Humpback whale,58018,10000,4.867,0.0,2.74,test
58018016,2,Megaptera novaeangliae,Humpback whale,58018,10000,4.867,0.0,-11.44,test
58018017,0,Megaptera novaeangliae,Humpback whale,58018,10000,7.862,0.0,7.03,test
58018017,1,Megaptera novaeangliae,Humpback whale,58018,10000,7.862,0.0,-9.25,test
58018017,2,Megaptera novaeangliae,Humpback whale,58018,10000,7.862,0.0,-31.62,test
58018017,3,Megaptera novaeangliae,Humpback whale,58018,10000,7.862,0.0,-18.24,test
58018017,4,Megaptera novaeangliae,Humpback whale,58018,10000,7.862,0.0,-4.43,test
58018018,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-7.05,test
58018018,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-8.99,test
58018018,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,3.82,test
58018018,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-20.23,test
58018018,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-18.56,test
58018019,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.88,0.0,-12.27,test
58018019,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.88,0.0,-18.21,test
58018019,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.88,0.0,-16.26,test
58018019,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.88,0.0,6.78,test
58018019,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.88,0.0,-17.37,test
5801801A,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.458,0.0,-6.38,test
5801801A,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.458,0.0,17.07,test
5801801A,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.458,0.0,-20.04,test
5801801A,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.458,0.0,2.94,test
5801801A,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.458,0.0,16.99,test
5801801C,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-16.72,test
5801801C,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-10.8,test
5801801C,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-13.9,test
5801801C,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-17.04,test
5801801C,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-9.26,test
5801801D,0,Megaptera novaeangliae,Humpback whale,58018,10000,5.99,0.0,3.05,test
5801801D,1,Megaptera novaeangliae,Humpback whale,58018,10000,5.99,0.0,-23.95,test
5801801D,2,Megaptera novaeangliae,Humpback whale,58018,10000,5.99,0.0,-9.37,test
5801801D,3,Megaptera novaeangliae,Humpback whale,58018,10000,5.99,0.0,-26.43,test
5801801E,0,Megaptera novaeangliae,Humpback whale,58018,10000,9.734,0.0,-0.79,test
5801801E,1,Megaptera novaeangliae,Humpback whale,58018,10000,9.734,0.0,-24.96,test
5801801E,2,Megaptera novaeangliae,Humpback whale,58018,10000,9.734,0.0,-14.68,test
5801801E,3,Megaptera novaeangliae,Humpback whale,58018,10000,9.734,0.0,-5.93,test
5801801E,4,Megaptera novaeangliae,Humpback whale,58018,10000,9.734,0.0,-10.95,test
5801801F,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-10.36,test
5801801F,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-21.03,test
5801801F,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-9.21,test
5801801F,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-23.92,test
5801801F,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-0.62,test
5801801G,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.318,0.0,-24.03,test
5801801G,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.318,0.0,4.36,test
5801801G,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.318,0.0,-31.71,test
5801801G,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.318,0.0,-16.65,test
5801801G,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.318,0.0,3.56,test
5801801H,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.926,0.0,-21.05,test
5801801H,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.926,0.0,-33.72,test
5801801H,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.926,0.0,-6.67,test
5801801H,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.926,0.0,-22.06,test
5801801H,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.926,0.0,1.28,test
5801801I,0,Megaptera novaeangliae,Humpback whale,58018,10000,5.616,0.0,-24.63,test
5801801I,1,Megaptera novaeangliae,Humpback whale,58018,10000,5.616,0.0,-22.61,test
5801801I,2,Megaptera novaeangliae,Humpback whale,58018,10000,5.616,0.0,-26.54,test
5801801I,3,Megaptera novaeangliae,Humpback whale,58018,10000,5.616,0.0,-16.86,test
5801801J,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,6.84,test
5801801J,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-27.45,test
5801801J,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-3.92,test
5801801J,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-4.7,test
5801801J,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.365,0.0,-22.54,test
5801801K,0,Megaptera novaeangliae,Humpback whale,58018,10000,4.54,0.0,-26.13,test
5801801K,1,Megaptera novaeangliae,Humpback whale,58018,10000,4.54,0.0,-0.57,test
5801801K,2,Megaptera novaeangliae,Humpback whale,58018,10000,4.54,0.0,-4.09,test
5801801L,0,Megaptera novaeangliae,Humpback whale,58018,10000,8.705,0.0,10.8,test
5801801L,1,Megaptera novaeangliae,Humpback whale,58018,10000,8.705,0.0,1.61,test
5801801L,2,Megaptera novaeangliae,Humpback whale,58018,10000,8.705,0.0,-7.46,test
5801801L,3,Megaptera novaeangliae,Humpback whale,58018,10000,8.705,0.0,-5.26,test
5801801L,4,Megaptera novaeangliae,Humpback whale,58018,10000,8.705,0.0,-13.98,test
5801801M,0,Megaptera novaeangliae,Humpback whale,58018,10000,9.22,0.0,10.67,test
5801801M,1,Megaptera novaeangliae,Humpback whale,58018,10000,9.22,0.0,-8.33,test
5801801M,2,Megaptera novaeangliae,Humpback whale,58018,10000,9.22,0.0,4.93,test
5801801M,3,Megaptera novaeangliae,Humpback whale,58018,10000,9.22,0.0,17.41,test
5801801M,4,Megaptera novaeangliae,Humpback whale,58018,10000,9.22,0.0,-19.81,test
5801801N,0,Megaptera novaeangliae,Humpback whale,58018,10000,5.429,0.0,-7.59,test
5801801N,1,Megaptera novaeangliae,Humpback whale,58018,10000,5.429,0.0,6.68,test
5801801N,2,Megaptera novaeangliae,Humpback whale,58018,10000,5.429,0.0,-15.31,test
5801801N,3,Megaptera novaeangliae,Humpback whale,58018,10000,5.429,0.0,1.4,test
5801801O,0,Megaptera novaeangliae,Humpback whale,58018,10000,6.739,0.0,12.29,test
5801801O,1,Megaptera novaeangliae,Humpback whale,58018,10000,6.739,0.0,-7.79,test
5801801O,2,Megaptera novaeangliae,Humpback whale,58018,10000,6.739,0.0,-8.16,test
5801801O,3,Megaptera novaeangliae,Humpback whale,58018,10000,6.739,0.0,-13.7,test
5801801O,4,Megaptera novaeangliae,Humpback whale,58018,10000,6.739,0.0,-16.76,test
5801801P,0,Megaptera novaeangliae,Humpback whale,58018,14900,151.051,0.0,4.39,test
5801801P,1,Megaptera novaeangliae,Humpback whale,58018,14900,151.051,0.0,-4.1,test
5801801P,2,Megaptera novaeangliae,Humpback whale,58018,14900,151.051,0.0,-14.27,test
5801801P,3,Megaptera novaeangliae,Humpback whale,58018,14900,151.051,0.0,-18.16,test
5801801P,4,Megaptera novaeangliae,Humpback whale,58018,14900,151.051,0.0,20.78,test
5801801Q,0,Megaptera novaeangliae,Humpback whale,58018,14900,137.441,0.0,-5.07,test
5801801Q,1,Megaptera novaeangliae,Humpback whale,58018,14900,137.441,0.0,5.53,test
5801801Q,2,Megaptera novaeangliae,Humpback whale,58018,14900,137.441,0.0,-32.73,test
5801801Q,3,Megaptera novaeangliae,Humpback whale,58018,14900,137.441,0.0,-7.65,test
5801801Q,4,Megaptera novaeangliae,Humpback whale,58018,14900,137.441,0.0,25.52,test
5801801R,0,Megaptera novaeangliae,Humpback whale,58018,14900,315.432,0.0,23.15,test
5801801R,1,Megaptera novaeangliae,Humpback whale,58018,14900,315.432,0.0,27.62,test
5801801R,2,Megaptera novaeangliae,Humpback whale,58018,14900,315.432,0.0,8.48,test
5801801R,3,Megaptera novaeangliae,Humpback whale,58018,14900,315.432,0.0,13.93,test
5801801R,4,Megaptera novaeangliae,Humpback whale,58018,14900,315.432,0.0,-0.69,test
5801801S,0,Megaptera novaeangliae,Humpback whale,58018,14900,246.723,0.0,1.24,test
5801801S,1,Megaptera novaeangliae,Humpback whale,58018,14900,246.723,0.0,2.28,test
5801801S,2,Megaptera novaeangliae,Humpback whale,58018,14900,246.723,0.0,12.63,test
5801801S,3,Megaptera novaeangliae,Humpback whale,58018,14900,246.723,0.0,15.08,test
5801801S,4,Megaptera novaeangliae,Humpback whale,58018,14900,246.723,0.0,-7.17,test
59001001,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,1.711,0.288,-41.12,test
59001002,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,3.627,0.0,-29.91,test
59001002,1,Eubalaena glacialis,North Atlantic right whale,59001,10000,3.627,0.0,-26.75,test
59001003,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,3.968,0.0,-9.0,test
59001003,1,Eubalaena glacialis,North Atlantic right whale,59001,10000,3.968,0.0,-33.19,test
59001004,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,2.182,0.0,-4.75,test
59001005,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,1.501,0.499,0.15,test
59001006,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,2.031,0.0,-21.17,test
59001007,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,2.306,0.0,-0.06,test
59001008,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,2.381,0.0,-16.56,test
59001009,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,2.48,0.0,-17.97,test
5900100A,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,4.315,0.0,-19.87,test
5900100A,1,Eubalaena glacialis,North Atlantic right whale,59001,10000,4.315,0.0,-14.11,test
5900100A,2,Eubalaena glacialis,North Atlantic right whale,59001,10000,4.315,0.0,-21.76,test
5900100B,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,1.984,0.016,-12.7,test
5900100C,0,Eubalaena glacialis,North Atlantic right whale,59001,10000,1.984,0.016,-12.03,test
59003001,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.182,0.0,11.07,train
59003002,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.885,0.115,-28.24,train
59003003,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.406,0.0,-5.35,train
59003004,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.207,0.0,-14.1,train
59003005,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.885,0.115,-26.78,train
59003006,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.279,0.0,-20.13,train
59003007,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.182,0.0,-18.33,train
59003008,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.786,0.214,-18.59,train
59003009,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.579,0.0,-5.0,train
5900300A,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.158,0.0,-27.72,train
5900300B,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.182,0.0,-0.42,train
5900300C,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.984,0.016,-32.99,train
5900300D,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.182,0.0,-19.81,train
5900300E,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.133,0.0,-10.75,train
5900300F,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.786,0.214,-4.33,train
5900300G,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.108,0.0,-26.43,train
5900300H,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.711,0.288,-14.46,train
5900300I,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.182,0.0,-17.87,train
5900300J,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.381,0.0,-32.96,train
5900300K,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.91,0.09,-8.89,train
5900300L,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,1.612,0.388,5.45,train
5900300M,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.406,0.0,-11.01,train
5900300N,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.455,0.0,-25.89,train
5900300O,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.058,0.0,-14.99,train
5900300P,0,Eubalaena glacialis,North Atlantic right whale,59003,10000,2.356,0.0,-22.33,train
59004001,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.345,0.0,-22.29,test
59004002,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.248,0.0,-24.55,test
59004003,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.15,0.0,-20.5,test
59004004,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.832,0.168,-25.62,test
59004005,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.223,0.0,-18.13,test
59004006,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.466,0.534,-0.05,test
59004007,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.15,0.0,-0.41,test
59004008,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.101,0.0,-29.19,test
59004009,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.101,0.0,-10.47,test
5900400A,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.003,0.0,-2.24,test
5900400B,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.759,0.241,-8.81,test
5900400C,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.15,0.0,-22.27,test
5900400D,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.419,0.0,-27.17,test
5900400E,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.003,0.0,1.8,test
5900400F,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.726,0.274,-16.43,test
5900400G,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.869,0.131,-18.91,test
5900400I,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.954,0.045,-16.04,test
5900400J,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.296,0.0,0.47,test
5900400K,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.094,0.0,-16.42,test
5900400L,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.436,0.0,-7.38,test
5900400M,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,1.626,0.373,-25.33,test
5900400N,0,Eubalaena glacialis,North Atlantic right whale,59004,14900,2.481,0.0,-48.02,test
59005001,0,Eubalaena glacialis,North Atlantic right whale,59005,10000,2.428,0.0,-1.59,train
59005002,0,Eubalaena glacialis,North Atlantic right whale,59005,10000,2.927,0.0,-0.98,train
59005003,0,Eubalaena glacialis,North Atlantic right whale,59005,10000,1.928,0.072,-10.93,train
59005004,0,Eubalaena glacialis,North Atlantic right whale,59005,10000,2.071,0.0,-19.35,train
59005005,0,Eubalaena glacialis,North Atlantic right whale,59005,10000,1.785,0.215,-28.41,train
59005006,0,Eubalaena glacialis,North Atlantic right whale,59005,10000,2.475,0.0,-29.34,train
59006001,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,1.69,0.31,-9.24,train
59006002,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,2.079,0.0,-15.69,train
59006003,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,2.432,0.0,-22.39,train
59006004,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,1.474,0.526,-11.97,train
59006005,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,3.287,0.0,10.06,train
59006005,1,Eubalaena glacialis,North Atlantic right whale,59006,14900,3.287,0.0,0.35,train
59006006,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,2.162,0.0,-6.99,train
59006007,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,2.211,0.0,-17.74,train
59006008,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,1.277,0.723,-27.63,train
59006009,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,1.965,0.035,-13.73,train
5900600A,0,Eubalaena glacialis,North Atlantic right whale,59006,14900,2.088,0.0,-7.55,train
61042001,0,Megaptera novaeangliae,Humpback whale,61042,10000,2.662,0.0,-20.36,train
61042002,0,Megaptera novaeangliae,Humpback whale,61042,10000,3.021,0.0,-29.84,train
61042002,1,Megaptera novaeangliae,Humpback whale,61042,10000,3.021,0.0,-10.05,train
61043001,0,Megaptera novaeangliae,Humpback whale,61043,10240,1.42,0.58,-1.71,test
61043002,0,Megaptera novaeangliae,Humpback whale,61043,10240,1.42,0.58,15.22,test
61043003,0,Megaptera novaeangliae,Humpback whale,61043,10240,1.125,0.875,10.15,test
63019001,0,Megaptera novaeangliae,Humpback whale,63019,5120,2.836,0.0,-12.09,train
63019002,0,Megaptera novaeangliae,Humpback whale,63019,5120,2.836,0.0,-22.75,train
63019003,0,Megaptera novaeangliae,Humpback whale,63019,5120,2.836,0.0,0.41,train
63019004,0,Megaptera novaeangliae,Humpback whale,63019,5120,2.756,0.0,-16.74,train
63019005,0,Megaptera novaeangliae,Humpback whale,63019,5120,2.756,0.0,0.5,train
63019007,0,Megaptera novaeangliae,Humpback whale,63019,5120,3.0,0.0,-16.62,train
63019007,1,Megaptera novaeangliae,Humpback whale,63019,5120,3.0,0.0,-2.89,train
6301900B,0,Megaptera novaeangliae,Humpback whale,63019,5120,4.0,0.0,5.34,train
6301900B,1,Megaptera novaeangliae,Humpback whale,63019,5120,4.0,0.0,0.19,train
6301900B,2,Megaptera novaeangliae,Humpback whale,63019,5120,4.0,0.0,-3.71,train
6301900C,0,Megaptera novaeangliae,Humpback whale,63019,5120,4.0,0.0,0.37,train
6301900C,1,Megaptera novaeangliae,Humpback whale,63019,5120,4.0,0.0,-8.91,train
6301900C,2,Megaptera novaeangliae,Humpback whale,63019,5120,4.0,0.0,-27.54,train
6301900D,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.894,0.106,18.5,train
6301900E,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.42,0.58,13.23,train
6301900F,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.42,0.58,-7.32,train
6301900G,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.42,0.58,-5.21,train
6301900H,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.42,0.58,-1.9,train
6301900I,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.05,0.95,3.71,train
6301900J,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.35,0.65,9.31,train
6301900K,0,Megaptera novaeangliae,Humpback whale,63019,5120,0.9,1.1,-8.98,train
6301900L,0,Megaptera novaeangliae,Humpback whale,63019,5120,0.9,1.1,-11.1,train
6301900N,0,Megaptera novaeangliae,Humpback whale,63019,5120,0.975,1.025,-29.18,train
6301900R,0,Megaptera novaeangliae,Humpback whale,63019,5120,0.825,1.175,7.05,train
6301900S,0,Megaptera novaeangliae,Humpback whale,63019,5120,0.9,1.1,6.95,train
6301900T,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.387,0.613,-10.91,train
6301900U,0,Megaptera novaeangliae,Humpback whale,63019,5120,1.05,0.95,-6.88,train
6301900V,0,Megaptera novaeangliae,Humpback whale,63019,14900,13.96,0.0,-5.7,train
6301900V,1,Megaptera novaeangliae,Humpback whale,63019,14900,13.96,0.0,-9.83,train
6301900V,2,Megaptera novaeangliae,Humpback whale,63019,14900,13.96,0.0,17.69,train
6301900V,3,Megaptera novaeangliae,Humpback whale,63019,14900,13.96,0.0,19.08,train
6301900V,4,Megaptera novaeangliae,Humpback whale,63019,14900,13.96,0.0,-22.63,train
6301900W,0,Megaptera novaeangliae,Humpback whale,63019,14900,10.936,0.0,0.1,train
6301900W,1,Megaptera novaeangliae,Humpback whale,63019,14900,10.936,0.0,-10.15,train
6301900W,2,Megaptera novaeangliae,Humpback whale,63019,14900,10.936,0.0,-21.02,train
6301900W,3,Megaptera novaeangliae,Humpback whale,63019,14900,10.936,0.0,-0.52,train
6301900W,4,Megaptera novaeangliae,Humpback whale,63019,14900,10.936,0.0,-18.12,train
6301900X,0,Megaptera novaeangliae,Humpback whale,63019,14900,11.396,0.0,-17.81,train
6301900X,1,Megaptera novaeangliae,Humpback whale,63019,14900,11.396,0.0,-19.95,train
6301900X,2,Megaptera novaeangliae,Humpback whale,63019,14900,11.396,0.0,-14.59,train
6301900X,3,Megaptera novaeangliae,Humpback whale,63019,14900,11.396,0.0,12.96,train
6301900X,4,Megaptera novaeangliae,Humpback whale,63019,14900,11.396,0.0,1.86,train
6301900Y,0,Megaptera novaeangliae,Humpback whale,63019,14900,11.111,0.0,1.65,train
6301900Y,1,Megaptera novaeangliae,Humpback whale,63019,14900,11.111,0.0,-2.8,train
6301900Y,2,Megaptera novaeangliae,Humpback whale,63019,14900,11.111,0.0,-14.46,train
6301900Y,3,Megaptera novaeangliae,Humpback whale,63019,14900,11.111,0.0,-13.05,train
6301900Y,4,Megaptera novaeangliae,Humpback whale,63019,14900,11.111,0.0,7.69,train
6301900Z,0,Megaptera novaeangliae,Humpback whale,63019,14900,11.211,0.0,16.07,train
6301900Z,1,Megaptera novaeangliae,Humpback whale,63019,14900,11.211,0.0,1.66,train
6301900Z,2,Megaptera novaeangliae,Humpback whale,63019,14900,11.211,0.0,-7.37,train
6301900Z,3,Megaptera novaeangliae,Humpback whale,63019,14900,11.211,0.0,-11.24,train
6301900Z,4,Megaptera novaeangliae,Humpback whale,63019,14900,11.211,0.0,15.03,train
63019010,0,Megaptera novaeangliae,Humpback whale,63019,14900,60.031,0.0,7.41,train
63019010,1,Megaptera novaeangliae,Humpback whale,63019,14900,60.031,0.0,-19.56,train
63019010,2,Megaptera novaeangliae,Humpback whale,63019,14900,60.031,0.0,11.25,train
63019010,3,Megaptera novaeangliae,Humpback whale,63019,14900,60.031,0.0,-4.24,train
63019010,4,Megaptera novaeangliae,Humpback whale,63019,14900,60.031,0.0,15.43,train
63019011,0,Megaptera novaeangliae,Humpback whale,63019,14900,9.092,0.0,-20.29,train
63019011,1,Megaptera novaeangliae,Humpback whale,63019,14900,9.092,0.0,-17.01,train
63019011,2,Megaptera novaeangliae,Humpback whale,63019,14900,9.092,0.0,-6.15,train
63019011,3,Megaptera novaeangliae,Humpback whale,63019,14900,9.092,0.0,-3.01,train
63019011,4,Megaptera novaeangliae,Humpback whale,63019,14900,9.092,0.0,4.69,train
63019012,0,Megaptera novaeangliae,Humpback whale,63019,14900,12.886,0.0,-7.49,train
63019012,1,Megaptera novaeangliae,Humpback whale,63019,14900,12.886,0.0,13.55,train
63019012,2,Megaptera novaeangliae,Humpback whale,63019,14900,12.886,0.0,-10.93,train
63019012,3,Megaptera novaeangliae,Humpback whale,63019,14900,12.886,0.0,-4.73,train
63019012,4,Megaptera novaeangliae,Humpback whale,63019,14900,12.886,0.0,4.6,train
63019013,0,Megaptera novaeangliae,Humpback whale,63019,14900,12.823,0.0,-14.65,train
63019013,1,Megaptera novaeangliae,Humpback whale,63019,14900,12.823,0.0,-19.83,train
63019013,2,Megaptera novaeangliae,Humpback whale,63019,14900,12.823,0.0,-7.84,train
63019013,3,Megaptera novaeangliae,Humpback whale,63019,14900,12.823,0.0,8.38,train
63019013,4,Megaptera novaeangliae,Humpback whale,63019,14900,12.823,0.0,24.32,train
63019014,0,Megaptera novaeangliae,Humpback whale,63019,14900,10.95,0.0,6.53,train
63019014,1,Megaptera novaeangliae,Humpback whale,63019,14900,10.95,0.0,-11.21,train
63019014,2,Megaptera novaeangliae,Humpback whale,63019,14900,10.95,0.0,-8.2,train
63019014,3,Megaptera novaeangliae,Humpback whale,63019,14900,10.95,0.0,-12.62,train
63019014,4,Megaptera novaeangliae,Humpback whale,63019,14900,10.95,0.0,17.78,train
63019015,0,Megaptera novaeangliae,Humpback whale,63019,14900,13.834,0.0,13.4,train
63019015,1,Megaptera novaeangliae,Humpback whale,63019,14900,13.834,0.0,-21.79,train
63019015,2,Megaptera novaeangliae,Humpback whale,63019,14900,13.834,0.0,-6.0,train
63019015,3,Megaptera novaeangliae,Humpback whale,63019,14900,13.834,0.0,0.63,train
63019015,4,Megaptera novaeangliae,Humpback whale,63019,14900,13.834,0.0,20.67,train
63019016,0,Megaptera novaeangliae,Humpback whale,63019,14900,625.541,0.0,-0.71,train
63019016,1,Megaptera novaeangliae,Humpback whale,63019,14900,625.541,0.0,-18.91,train
63019016,2,Megaptera novaeangliae,Humpback whale,63019,14900,625.541,0.0,-17.13,train
63019016,3,Megaptera novaeangliae,Humpback whale,63019,14900,625.541,0.0,0.46,train
63019016,4,Megaptera novaeangliae,Humpback whale,63019,14900,625.541,0.0,-20.33,train
63019017,0,Megaptera novaeangliae,Humpback whale,63019,14900,85.158,0.0,10.88,train
63019017,1,Megaptera novaeangliae,Humpback whale,63019,14900,85.158,0.0,-17.01,train
63019017,2,Megaptera novaeangliae,Humpback whale,63019,14900,85.158,0.0,-2.98,train
63019017,3,Megaptera novaeangliae,Humpback whale,63019,14900,85.158,0.0,-7.9,train
63019017,4,Megaptera novaeangliae,Humpback whale,63019,14900,85.158,0.0,5.44,train
63019018,0,Megaptera novaeangliae,Humpback whale,63019,14900,156.134,0.0,-4.91,train
63019018,1,Megaptera novaeangliae,Humpback whale,63019,14900,156.134,0.0,-1.38,train
63019018,2,Megaptera novaeangliae,Humpback whale,63019,14900,156.134,0.0,-2.78,train
63019018,3,Megaptera novaeangliae,Humpback whale,63019,14900,156.134,0.0,3.78,train
63019018,4,Megaptera novaeangliae,Humpback whale,63019,14900,156.134,0.0,-2.5,train
63019019,0,Megaptera novaeangliae,Humpback whale,63019,14900,14.096,0.0,-1.7,train
63019019,1,Megaptera novaeangliae,Humpback whale,63019,14900,14.096,0.0,-1.82,train
63019019,2,Megaptera novaeangliae,Humpback whale,63019,14900,14.096,0.0,-14.85,train
63019019,3,Megaptera novaeangliae,Humpback whale,63019,14900,14.096,0.0,-19.51,train
63019019,4,Megaptera novaeangliae,Humpback whale,63019,14900,14.096,0.0,25.25,train
6301901A,0,Megaptera novaeangliae,Humpback whale,63019,14900,122.915,0.0,-11.22,train
6301901A,1,Megaptera novaeangliae,Humpback whale,63019,14900,122.915,0.0,-12.69,train
